reftramo,geom,idcalle,nombre,tipo_vialidad,fuente,localidad,departamento
994770,0105000020D17F00000100000001020000000300000019F38DF8E7AD21412CAEEEE94E93574142BD809E72AC2141A4E6CFE6119357416FB08855CFAB21416FF92753F7925741,71869,RUTA 32,Ruta,MTOP,MONTEVIDEO RURAL,MONTEVIDEO
994775,0105000020D17F0000010000000102000000060000004A4FCBEE51A8214123E5806D5B9257413CDB82F841A8214181B764C154925741E85872F036A82141D0A79EAD4F9257412814AC572FA82141CEC1C7FA4992574141B18C682CA82141227C8C1744925741B4941CD525A82141AA33A44639925741,71869,RUTA 32,Ruta,MTOP,MONTEVIDEO RURAL,MONTEVIDEO
994776,0105000020D17F000001000000010200000003000000B4941CD525A82141AA33A446399257414CB0D75B19A821417756842F14925741060452E302A8214117408109CE915741,71869,RUTA 32,Ruta,MTOP,MONTEVIDEO RURAL,MONTEVIDEO
997457,0105000020D17F000001000000010200000002000000B336611372A12141976EE4B0A46757415D613BB680A12141455F4AEDAA675741,8496,RAMBLA MAHATMA GANDHI,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
997458,0105000020D17F0000010000000102000000090000004311F8C734A021418451B2547E675741018AA004F8A021411245EDA1936757415C560B251FA121411244A7CF97675741021D5E2630A121416D00BF389A675741D9226B823AA1214169F67E139C675741E876507643A1214190D19DFE9D675741E6EED3344CA12141A2A7B30EA06757414B7D68F951A12141887362CEA2675741A21A879057A1214198BA520CA5675741,8496,RAMBLA MAHATMA GANDHI,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
997459,0105000020D17F000001000000010200000003000000A21A879057A1214198BA520CA56757416AE2C79057A121413F936F0CA5675741845A6A995FA1214162253EA0A8675741,8496,RAMBLA MAHATMA GANDHI,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998075,0105000020D17F000001000000010200000002000000C1E9C29F8995214161E8EAED056957415B8256129C9521410697D1A0E4685741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998076,0105000020D17F0000010000000102000000020000005B8256129C9521410697D1A0E468574170529B2BAC95214134DCBC58C9685741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998077,0105000020D17F00000100000001020000000200000070529B2BAC95214134DCBC58C9685741128AB723AD952141EBF44B45C7685741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998078,0105000020D17F000001000000010200000002000000128AB723AD952141EBF44B45C76857414568CAADB89521413BBDAF53BA685741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998079,0105000020D17F0000010000000102000000020000004568CAADB89521413BBDAF53BA685741E4EE135BC3952141F900BC59AE685741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998080,0105000020D17F000001000000010200000002000000E4EE135BC3952141F900BC59AE6857413B50EE25C2952141D5ABCE9FA7685741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998081,0105000020D17F000001000000010200000003000000D42061FCDC94214125B9619E0C6A5741BD03250FD2942141835212141D6A574133F230C9C594214169C603812D6A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998082,0105000020D17F00000100000001020000000200000033F230C9C594214169C603812D6A57417205B137B1942141473C2769526A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998083,0105000020D17F0000010000000102000000030000007205B137B1942141473C2769526A57415E057511AD942141F6AE9FEE556A57417827F645A6942141C899105C616A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998084,0105000020D17F0000010000000102000000030000007827F645A6942141C899105C616A5741A13028F2A5942141485A01E9616A5741F625164E9B9421416066EDEB6F6A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998085,0105000020D17F000001000000010200000003000000F625164E9B9421416066EDEB6F6A5741A553BE278B9421411E632FBD836A5741E8EFFE2B8794214120F8DF048A6A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998086,0105000020D17F000001000000010200000002000000E8EFFE2B8794214120F8DF048A6A57413F78D628819421410663E711A36A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998087,0105000020D17F0000010000000102000000030000003F78D628819421410663E711A36A5741D634EA1381942141E116C191A56A5741FC3C2AAC67942141249D1E99C16A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998088,0105000020D17F000001000000010200000002000000FC3C2AAC67942141249D1E99C16A57411E9A932761942141D1F9C8E2CA6A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998089,0105000020D17F0000010000000102000000030000001E9A932761942141D1F9C8E2CA6A5741771A40D3609421417537F25ACB6A5741E3E998D14F9421417B8C3D4BDE6A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998090,0105000020D17F000001000000010200000002000000E3E998D14F9421417B8C3D4BDE6A57410641E2EF3894214140B07AC6F76A5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
998091,0105000020D17F0000010000000102000000030000000641E2EF3894214140B07AC6F76A574102C05DD23394214108CEF847FD6A574122FB7961249421416F9157CA0F6B5741,8981,ACEVEDO DIAZ,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800479,0105000020D17F000001000000010200000003000000E97B3F5E9B842141FD3752E96F68574134270930AD842141689E97907368574194004049C0842141354B23F17E685741,56346,UYMOMVD_SN_108,PEATONAL,IDE,MONTEVIDEO,MONTEVIDEO
966354,0105000020D17F00000100000001020000000300000015F34C97B7DF21417EFB6B529F785741B526DC3FEFDF2141E10841C89478574103299D7CFDDF21414DD983B991785741,57477,CAMINO MELCHOR DE VIANA,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO RURAL,MONTEVIDEO
966355,0105000020D17F00000100000001020000000200000003299D7CFDDF21414DD983B9917857416FB4F76722E0214140929A3D8B785741,57477,CAMINO MELCHOR DE VIANA,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO RURAL,MONTEVIDEO
966356,0105000020D17F0000010000000102000000020000006FB4F76722E0214140929A3D8B785741336545B479E02141938537C77B785741,57477,CAMINO MELCHOR DE VIANA,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO RURAL,MONTEVIDEO
966357,0105000020D17F0000010000000102000000020000003A551CF123E3214197B6CFC9FD775741B78BB3C529E321410FDAE31FFD775741,57477,CAMINO MELCHOR DE VIANA,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO RURAL,MONTEVIDEO
966386,0105000020D17F000001000000010200000002000000C37E3008F97B214147F88150387C5741F218C23B387C21411BB2C9EB327C5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966386,0105000020D17F000001000000010200000002000000C37E3008F97B214147F88150387C5741F218C23B387C21411BB2C9EB327C5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966387,0105000020D17F000001000000010200000002000000F218C23B387C21411BB2C9EB327C574134DC77B4257E21414E978A88087C5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966387,0105000020D17F000001000000010200000002000000F218C23B387C21411BB2C9EB327C574134DC77B4257E21414E978A88087C5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966388,0105000020D17F00000100000001020000000400000034DC77B4257E21414E978A88087C57412D726A7B287E21415E21794B087C57417B27AC1BAF7E2141895174C8FC7B574147BE8BB4D87E2141C8549944F97B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966388,0105000020D17F00000100000001020000000400000034DC77B4257E21414E978A88087C57412D726A7B287E21415E21794B087C57417B27AC1BAF7E2141895174C8FC7B574147BE8BB4D87E2141C8549944F97B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966389,0105000020D17F00000100000001020000000800000047BE8BB4D87E2141C8549944F97B57415CA7E561DA7E214161575120F97B574120F306391E7F21415D2F132CF37B57417FCC50169E7F2141D7D12359E87B5741C1D7636590802141099D9F2AD47B57414FA23D8C6B812141415A2147C17B5741B1EC26345C8221412B2A4B5BAD7B574106F45F04E8822141710787F1A07B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966389,0105000020D17F00000100000001020000000800000047BE8BB4D87E2141C8549944F97B57415CA7E561DA7E214161575120F97B574120F306391E7F21415D2F132CF37B57417FCC50169E7F2141D7D12359E87B5741C1D7636590802141099D9F2AD47B57414FA23D8C6B812141415A2147C17B5741B1EC26345C8221412B2A4B5BAD7B574106F45F04E8822141710787F1A07B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966390,0105000020D17F00000100000001020000000400000006F45F04E8822141710787F1A07B574178596E50F8822141CD2E5DE6A27B5741FD3F2FC507832141818AB49DA57B5741C8C7B8803D8321415B8D0F1BB07B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966390,0105000020D17F00000100000001020000000400000006F45F04E8822141710787F1A07B574178596E50F8822141CD2E5DE6A27B5741FD3F2FC507832141818AB49DA57B5741C8C7B8803D8321415B8D0F1BB07B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966391,0105000020D17F0000010000000102000000050000003F7E60914987214184AD4BD95A7B57417D19BC265387214126E6B05E597B5741A0D4D540C3872141A71F717E4F7B5741A0CD19710788214115FD4BBE497B5741B5B3171E9A882141B6E418323E7B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966391,0105000020D17F0000010000000102000000050000003F7E60914987214184AD4BD95A7B57417D19BC265387214126E6B05E597B5741A0D4D540C3872141A71F717E4F7B5741A0CD19710788214115FD4BBE497B5741B5B3171E9A882141B6E418323E7B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966392,0105000020D17F0000010000000102000000030000007727BE9F9E8C21410ADE5143E87A5741BF6D87A5B98C214146E488FDE57A5741E86C6B69C28C2141E5EC424DE47A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966392,0105000020D17F0000010000000102000000030000007727BE9F9E8C21410ADE5143E87A5741BF6D87A5B98C214146E488FDE57A5741E86C6B69C28C2141E5EC424DE47A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966393,0105000020D17F000001000000010200000005000000E86C6B69C28C2141E5EC424DE47A574192135461CB8C21410094F792E27A57411A669B50B88D21412FBB8A9BCF7A574160CAE605748E214127C00F46C07A5741FF75A6B69B8E21417FA61724BD7A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966393,0105000020D17F000001000000010200000005000000E86C6B69C28C2141E5EC424DE47A574192135461CB8C21410094F792E27A57411A669B50B88D21412FBB8A9BCF7A574160CAE605748E214127C00F46C07A5741FF75A6B69B8E21417FA61724BD7A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966394,0105000020D17F000001000000010200000002000000FF75A6B69B8E21417FA61724BD7A5741C7AA217BC48E2141CC345CECB97A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966394,0105000020D17F000001000000010200000002000000FF75A6B69B8E21417FA61724BD7A5741C7AA217BC48E2141CC345CECB97A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966395,0105000020D17F000001000000010200000002000000C7AA217BC48E2141CC345CECB97A574105B11485188F21417ECA4D4AB37A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966395,0105000020D17F000001000000010200000002000000C7AA217BC48E2141CC345CECB97A574105B11485188F21417ECA4D4AB37A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966396,0105000020D17F00000100000001020000001200000005B11485188F21417ECA4D4AB37A574143D97142388F2141A1E0FBC8B07A5741CF5ED6D1049021418F7FB248A07A5741B0C7754CC590214176D0FECD907A5741A1D74754FB9121414EC3A3E4777A5741EF2FDE299F922141DB0853646B7A57416BB312B6B5922141D2F21AEA697A574173696059C592214143E55A01697A5741C75754E5D19221414CAC6F9E687A57412772E54AE79221417E813E8C687A57411F74B0FDFC92214132EB2E67697A5741AE89ACA1279321412EA654A46B7A57418EDF0957EF93214167F5A941757A5741EF6B82F67A9521410E1A2302887A57415BA3832F039721415E61A4889A7A574124E13C19419721419059506E9D7A5741DC2184BC4F9721416EF9F5D99D7A574105E8AD86599721415B15559F9E7A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966396,0105000020D17F00000100000001020000001200000005B11485188F21417ECA4D4AB37A574143D97142388F2141A1E0FBC8B07A5741CF5ED6D1049021418F7FB248A07A5741B0C7754CC590214176D0FECD907A5741A1D74754FB9121414EC3A3E4777A5741EF2FDE299F922141DB0853646B7A57416BB312B6B5922141D2F21AEA697A574173696059C592214143E55A01697A5741C75754E5D19221414CAC6F9E687A57412772E54AE79221417E813E8C687A57411F74B0FDFC92214132EB2E67697A5741AE89ACA1279321412EA654A46B7A57418EDF0957EF93214167F5A941757A5741EF6B82F67A9521410E1A2302887A57415BA3832F039721415E61A4889A7A574124E13C19419721419059506E9D7A5741DC2184BC4F9721416EF9F5D99D7A574105E8AD86599721415B15559F9E7A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966397,0105000020D17F00000100000001020000000200000005E8AD86599721415B15559F9E7A5741C254EFD55E972141F444B9DF9E7A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966397,0105000020D17F00000100000001020000000200000005E8AD86599721415B15559F9E7A5741C254EFD55E972141F444B9DF9E7A5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966398,0105000020D17F00000100000001020000000F000000C254EFD55E972141F444B9DF9E7A57410C6D126069972141B413EA9C9F7A5741BB164B2FEA972141DB0AA979A57A5741C458B3CF62992141B7DB2835B77A574129D25BE62F9A214114399303C17A5741736153C1939B2141C7C0749ED17A574199011DE20A9D21410A83F069E37A5741BE80B2B2C59D21413597BC17EC7A5741B6D2C9837E9E2141CAE59885F47A574158D9D9523F9F2141D0DC5C53FD7A5741B86649F5AFA0214115971D0F0E7B57412FDF45EB27A22141A3EC97711F7B5741F6521B2398A32141B84C1B2F307B5741DA70BF5B28A52141482C359B427B57415578223837A52141B0209936437B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966398,0105000020D17F00000100000001020000000F000000C254EFD55E972141F444B9DF9E7A57410C6D126069972141B413EA9C9F7A5741BB164B2FEA972141DB0AA979A57A5741C458B3CF62992141B7DB2835B77A574129D25BE62F9A214114399303C17A5741736153C1939B2141C7C0749ED17A574199011DE20A9D21410A83F069E37A5741BE80B2B2C59D21413597BC17EC7A5741B6D2C9837E9E2141CAE59885F47A574158D9D9523F9F2141D0DC5C53FD7A5741B86649F5AFA0214115971D0F0E7B57412FDF45EB27A22141A3EC97711F7B5741F6521B2398A32141B84C1B2F307B5741DA70BF5B28A52141482C359B427B57415578223837A52141B0209936437B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966399,0105000020D17F00000100000001020000000E0000005578223837A52141B0209936437B57413B5261A248A52141BE0CB2EC437B5741C52CFD054BA6214156BB5AA14F7B5741E40E70258FA72141273401995E7B57417539020990A8214121B0D8576A7B5741B3C6BFB454A921418C600A93737B57418848B75A67AA2141E687BFAC7F7B5741F242E07501AB2141ECF6631E877B5741E33D96F518AC2141C7F023C0937B574198B00F0AC0AE2141A23BF399B27B57418FBA16C75FB021418DFF0D7DC57B5741398B8616DDB1214158CAC184D67B5741A7A90C9461B22141C5A1E760DC7B57417016C42B73B221414AE892ACDD7B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966399,0105000020D17F00000100000001020000000E0000005578223837A52141B0209936437B57413B5261A248A52141BE0CB2EC437B5741C52CFD054BA6214156BB5AA14F7B5741E40E70258FA72141273401995E7B57417539020990A8214121B0D8576A7B5741B3C6BFB454A921418C600A93737B57418848B75A67AA2141E687BFAC7F7B5741F242E07501AB2141ECF6631E877B5741E33D96F518AC2141C7F023C0937B574198B00F0AC0AE2141A23BF399B27B57418FBA16C75FB021418DFF0D7DC57B5741398B8616DDB1214158CAC184D67B5741A7A90C9461B22141C5A1E760DC7B57417016C42B73B221414AE892ACDD7B5741,8087,CAMINO AMERICA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966400,0105000020D17F000001000000010200000004000000C8C7B8803D8321415B8D0F1BB07B5741F7B4655FD48521413747A560797B574104712E6C448721410D0891A45B7B57413F7E60914987214184AD4BD95A7B5741,8087,CAMINO AMERICA,PASAJE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966400,0105000020D17F000001000000010200000004000000C8C7B8803D8321415B8D0F1BB07B5741F7B4655FD48521413747A560797B574104712E6C448721410D0891A45B7B57413F7E60914987214184AD4BD95A7B5741,8087,CAMINO AMERICA,PASAJE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966401,0105000020D17F000001000000010200000004000000B5B3171E9A882141B6E418323E7B57410DA13170AF8B21413FE6E260FC7A57414F98B7EB998C21416F61DE7BE97A57417727BE9F9E8C21410ADE5143E87A5741,8087,CAMINO AMERICA,PASAJE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966401,0105000020D17F000001000000010200000004000000B5B3171E9A882141B6E418323E7B57410DA13170AF8B21413FE6E260FC7A57414F98B7EB998C21416F61DE7BE97A57417727BE9F9E8C21410ADE5143E87A5741,8087,CAMINO AMERICA,PASAJE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966402,0105000020D17F0000010000000102000000050000007016C42B73B221414AE892ACDD7B574106FF2AE67BB221411B4A055EDD7B574108165F2C8BB2214104B1BF66DD7B57419E15FA2CA3B22141A5B8ABE9DD7B5741D4994A0AACB2214118220A1EDE7B5741,8087,CAMINO AMERICA,PASAJE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO RURAL,MONTEVIDEO
966402,0105000020D17F0000010000000102000000050000007016C42B73B221414AE892ACDD7B574106FF2AE67BB221411B4A055EDD7B574108165F2C8BB2214104B1BF66DD7B57419E15FA2CA3B22141A5B8ABE9DD7B5741D4994A0AACB2214118220A1EDE7B5741,8087,CAMINO AMERICA,PASAJE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966403,0105000020D17F000001000000010200000004000000305509229B762141B2C543FCA97C5741DE418E49B07621416DFDE9C5A77C5741D5F0EE78BF762141DFDB1DB3A67C574114D1120ACC7621414350793AA67C5741,19817,BRIGADIER GENERAL MANUEL ORIBE,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO,MONTEVIDEO
800501,0105000020D17F0000010000000102000000030000000C18C9E9CF732141851B5BEFBB685741536211B6937321416DD800C2C26857417957E5137E732141488172FAC4685741,8487,RAMBLA FRANCIA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800503,0105000020D17F0000010000000102000000030000000C18C9E9CF732141851B5BEFBB6857416D99E8C7E0732141850DCDD7BD685741099B9ED38E732141A12BF158C7685741,8487,RAMBLA FRANCIA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800513,0105000020D17F000001000000010200000002000000BEBDEFF2777A2141A5554472CB6857418CB6B3A4D279214128AD495DC7685741,8487,RAMBLA FRANCIA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800519,0105000020D17F0000010000000102000000040000000530D6ED99A22141FEAA3FDD1D6B5741531D582DBBA221412BC5FE551C6B57410D796831E2A22141AC52962F1B6B57410AFA7CC115A321417FA25B0F1C6B5741,8118,AVENIDA DOCTOR LUIS ALBERTO DE HERRERA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800521,0105000020D17F0000010000000102000000030000004305580CF8A321410B8C0044CC6A57415844BAD571A421418BD7E918AF6A5741813B7DB38FA4214150BBB392A86A5741,8118,AVENIDA DOCTOR LUIS ALBERTO DE HERRERA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800523,0105000020D17F000001000000010200000008000000E1B08C80A2A421411F2DFCE69C6A57411AB15339ABA421418BFD599E9C6A5741410CE32FB1A421417EA1CAFA9B6A5741873AC020B6A421413D370E889A6A5741E25C9BDAB8A42141A66E97D9996A5741B6749F48BDA42141037B1967996A5741848A9E17C5A4214140956847996A57419C096822CEA4214151F4116C996A5741,8118,AVENIDA DOCTOR LUIS ALBERTO DE HERRERA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800528,0105000020D17F00000100000001020000000C00000090BE87C591A921416BF5444B93695741D7D9B2A0D7A921419D01E3E674695741C3350CC3E7A9214139F130686E695741A5428D6700AA21411307F1C36469574117572A4CF7A92141B66EDEB364695741456F86BFEEA92141312CDA97656957416C83A89FE7A92141ECC3D57C67695741072AC23BE2A921418081206069695741A2A3EAFBD8A92141FBEF1C456D6957412AD46816D0A9214102BE36966F69574135E12CC9C9A9214144AC59E27069574163A7C564BCA921415EB2EDE673695741,8118,AVENIDA DOCTOR LUIS ALBERTO DE HERRERA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800529,0105000020D17F00000100000001020000000C0000003A934F477DAA21413E78AB442D695741D04106A26BAA2141B205801D306957419DEDE55566AA2141DA1B6082316957416A99C50961AA2141FF368C37336957410A10256558AA21418877F2463769574114DD543055AA2141A58AC07A3869574178A3749051AA2141899BDE8A39695741FB41346E4BAA214144AD5EA83A6957412ECA0DF548AA2141E1EBDA2C3B695741B081781D46AA2141ADB119C53B6957415109DE9B41AA2141442430043C69574188C419FD37AA2141BCA2A94D3C695741,8118,AVENIDA DOCTOR LUIS ALBERTO DE HERRERA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800530,0105000020D17F00000100000001020000000F000000D7F3404577AB21418E22B360BE6857415FA9DBA75DAB21415B92EA89C968574160A9DBA75DAB21415F92EA89C9685741324A3FA456AB214140BA6374CC685741D34902D639AB214172F6796AD96857413604D0A338AB2141451EB6F1D968574159EBDD9E15AB2141F3CCE07EE9685741FEB806CBD8AA2141573887AC04695741A4A62F6397AA2141A2344AFC206957413A934F477DAA21413E78AB442D6957410DC302C05FAA2141295431DE39695741AB17CADD57AA2141F60F5C3B3D695741A717CADD57AA2141F80F5C3B3D6957417E74A8111DAA21417E3933CE58695741A5428D6700AA21411307F1C364695741,8118,AVENIDA DOCTOR LUIS ALBERTO DE HERRERA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800531,0105000020D17F0000010000000102000000030000004A7D7EDF82AB2141D21BBF97AA6857414D7D7EDF82AB2141D41BBF97AA68574157954FD259AB2141F0AFA364BD685741,8118,AVENIDA DOCTOR LUIS ALBERTO DE HERRERA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
800532,0105000020D17F000001000000010200000002000000761F1DDEA2AB2141E457A461AB685741D5F3404577AB21418C22B360BE685741,8118,AVENIDA DOCTOR LUIS ALBERTO DE HERRERA,CALLE,INTENDENCIA_DE_MONTEVIDEO,MONTEVIDEO,MONTEVIDEO
966404,0105000020D17F00000100000001020000000400000014D1120ACC7621414350793AA67C57413C812B7DC6762141FAF6065EA77C57417CA5B1A6C5762141565E25ADA87C574188F90E44C676214185470A06AA7C5741,19817,BRIGADIER GENERAL MANUEL ORIBE,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO,MONTEVIDEO
966405,0105000020D17F00000100000001020000000400000088F90E44C676214185470A06AA7C57412CF8C9B2C6762141462522D8AB7C57415C2407B8C27621410B7DC040AE7C57418A0C728ABB762141482BAA97AF7C5741,19817,BRIGADIER GENERAL MANUEL ORIBE,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO,MONTEVIDEO
966406,0105000020D17F00000100000001020000000200000014D1120ACC7621414350793AA67C574117E5AC11C0772141FE1F0826927C5741,19817,BRIGADIER GENERAL MANUEL ORIBE,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO,MONTEVIDEO
966407,0105000020D17F0000010000000102000000020000008FBCFD58BA78214197D0EB077E7C5741B7334C2E8D7921414B0AF3CF6C7C5741,19817,BRIGADIER GENERAL MANUEL ORIBE,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO,MONTEVIDEO
966408,0105000020D17F000001000000010200000002000000E65FA7E6617A2141188F848C5B7C5741E6C767BD397B21412BC66FF1487C5741,19817,BRIGADIER GENERAL MANUEL ORIBE,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO,MONTEVIDEO
966409,0105000020D17F000001000000010200000002000000E6C767BD397B21412BC66FF1487C574131C4F0B1CE7B2141763EDA433C7C5741,19817,BRIGADIER GENERAL MANUEL ORIBE,CALLE,INTENDENCIA_DE_CANELONES,MONTEVIDEO,MONTEVIDEO
